연번,시,구,동,도로명,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
1808,경상북도,봉화군,봉화읍,봉화로 1077,경북청,봉화,봉화,파출소,054-673-0112,경상북도 봉화군 봉화읍 봉화로 1077,경상북도 봉화군 봉화읍 봉화로 1077,353954.0,378116.0,정좌표,47920250261008518,새주소,경상북도 봉화군 봉화읍 봉화로 1077,경상북도 봉화군 봉화읍 해저리 85-5,362360,47920250000,봉화읍,47920250260,봉화읍 해저리,경상북도 봉화군 봉화읍 봉화로 1077
1809,경상북도,봉화군,물야면,문수로 981,경북청,봉화,물야,파출소,054-672-2112,경상북도 봉화군 물야면 문수로 981 ,경상북도 봉화군 물야면 문수로 981 ,354533.0,387266.0,정좌표,47920310211039418,새주소,경상북도 봉화군 물야면 문수로 981,경상북도 봉화군 물야면 오록리 394-8,362020,47920310000,물야면,47920310210,물야면 오록리,경상북도 봉화군 물야면 문수로 981
1810,경상북도,예천군,예천읍,충효로 198,경북청,예천,예천,지구대,054-650-2301,경상북도 예천군 예천읍 충효로 198,경상북도 예천군 예천읍 충효로 198,329229.0,350798.0,정좌표,47900250261021618,새주소,경상북도 예천군 예천읍 충효로 198,경상북도 예천군 예천읍 서본리 216-4,368260,47900250000,예천읍,47900250260,예천읍 서본리,경상북도 예천군 예천읍 충효로 198
1811,경상북도,예천군,용궁면,용궁로 92,경북청,예천,용궁,파출소,054-650-2303,경상북도 예천군 용궁면 용궁로 92,경상북도 예천군 용궁면 용궁로 92,314016.0,345864.0,정좌표,4790038021103318,새주소,경상북도 예천군 용궁면 용궁로 92,경상북도 예천군 용궁면 읍부리 330-1,368580,47900380000,용궁면,47900380210,용궁면 읍부리,경상북도 예천군 용궁면 용궁로 92
1812,경상북도,예천군,풍양면,낙상1길 60-3,경북청,예천,풍양,파출소,054-650-2305,경상북도 예천군 풍양면 낙상1길 60-3,경상북도 예천군 풍양면 낙상1길 60-3,316325.0,335201.0,정좌표,47900410401016518,새주소,경상북도 예천군 풍양면 낙상1길 60-3,경상북도 예천군 풍양면 낙상리 165-1,368650,47900410000,풍양면,47900410400,풍양면 낙상리,경상북도 예천군 풍양면 낙상1길 60-3
1813,경상북도,예천군,용문면,용문경천로 1213,경북청,예천,용문,파출소,054-650-2309,경상북도 예천군 용문면 용문경천로 1213 ,경상북도 예천군 용문면 용문경천로 1213 ,325925.0,355039.0,정좌표,47900310391054818,새주소,경상북도 예천군 용문면 용문경천로 1213,경상북도 예천군 용문면 상금곡리 548-2,368350,47900310000,용문면,47900310390,용문면 상금곡리,경상북도 예천군 용문면 용문경천로 1213
1814,경상북도,예천군,호명읍,호명로 547,경북청,예천,호명,지구대,054-650-2306,경상북도 예천군 호명면 호명로 547번지,경상북도 예천군 호명면 호명로 547번지,331353.0,344809.0,정좌표,47900253281018118,새주소,경상북도 예천군 호명읍 호명로 547,경상북도 예천군 호명읍 오천리 181-1,368480,47900253000,호명읍,47900253280,호명읍 오천리,경상북도 예천군 호명읍 호명로 547
1815,경상북도,예천군,지보면,지보로 151,경북청,예천,지보,파출소,054-650-2304,경상북도 예천군 지보면 지보로 151,경상북도 예천군 지보면 지보로 151,324324.0,339216.0,정좌표,47900400211054418,새주소,경상북도 예천군 지보면 지보로 151,경상북도 예천군 지보면 소화리 544-4,368530,47900400000,지보면,47900400210,지보면 소화리,경상북도 예천군 지보면 지보로 151
1816,경상북도,예천군,예천읍,충효로 1385,경북청,예천,감천,파출소,054-650-2308,경상북도 예천군 예천읍 충효로 1385,경상북도 예천군 예천읍 충효로 1385,330157.0,351815.0,도로중심좌표,479000,새주소,경상북도 예천군 예천읍 충효로 1385,경상북도 예천군 예천읍,,47900250000,예천읍,47900250000,예천읍,경상북도 예천군 예천읍 충효로 1385
1817,경상북도,예천군,은풍면,은풍로 85,경북청,예천,은풍,파출소,054-650-2311,경상북도 예천군 은풍면 은풍로 85 ,경상북도 예천군 은풍면 은풍로 85 ,328769.0,361337.0,정좌표,47900430211013518,새주소,경상북도 예천군 은풍면 은풍로 85,경상북도 예천군 은풍면 우곡리 135-4,368030,47900430000,은풍면,47900430210,은풍면 우곡리,경상북도 예천군 은풍면 은풍로 85
1818,경상북도,성주군,벽진면,벽봉로 17,경북청,성주,벽진,파출소,054-932-7112,경상북도 성주군 벽진면 벽봉로 17,경상북도 성주군 벽진면 벽봉로 17,309747.0,272767.0,정좌표,47840370391080818,새주소,경상북도 성주군 벽진면 벽봉로 17,경상북도 성주군 벽진면 수촌리 808-4,400020,47840370000,벽진면,47840370390,벽진면 수촌리,경상북도 성주군 벽진면 벽봉로 17
1819,경상북도,성주군,수륜면,참별로 917,경북청,성주,수륜,파출소,054-932-3112,경상북도 성주군 수륜면 참별로 917,경상북도 성주군 수륜면 참별로 917,307692.0,259851.0,정좌표,47840330361011818,새주소,경상북도 성주군 수륜면 참별로 917,경상북도 성주군 수륜면 신파리 118-3,400640,47840330000,수륜면,47840330360,수륜면 신파리,경상북도 성주군 수륜면 참별로 917
1820,경상북도,성주군,가천면,가천로 73,경북청,성주,가천,파출소,054-932-4112,경상북도 성주군 가천면 가천로 73,경상북도 성주군 가천면 가천로 73,305160.0,265603.0,정좌표,47840340301053318,새주소,경상북도 성주군 가천면 가천로 73,경상북도 성주군 가천면 창천리 533,400600,47840340000,가천면,47840340300,가천면 창천리,경상북도 성주군 가천면 가천로 73
1821,경상북도,성주군,초전면,대장길 111,경북청,성주,초전,파출소,054-932-8112,경상북도 성주군 초전면 대장길 111,경상북도 성주군 초전면 대장길 111,313892.0,275682.0,정좌표,47840380321058618,새주소,경상북도 성주군 초전면 대장길 111,경상북도 성주군 초전면 대장리 586-7,400130,47840380000,초전면,47840380320,초전면 대장리,경상북도 성주군 초전면 대장길 111
1822,경상북도,성주군,선남면,관화길 90,경북청,성주,선남,파출소,054-932-1112,경상북도 성주군 선남면 관화길 90,경상북도 성주군 선남면 관화길 90,321957.0,267624.0,정좌표,47840310451067818,새주소,경상북도 성주군 선남면 관화길 90,경상북도 성주군 선남면 관화리 678-4,400450,47840310000,선남면,47840310450,선남면 관화리,경상북도 성주군 선남면 관화길 90
1823,경상북도,성주군,용암면,운용로 1025,경북청,성주,용암,파출소,054-932-2112,경상북도 성주군 용암면 운용로 1025,경상북도 성주군 용암면 운용로 1025,320716.0,260280.0,정좌표,47840320431029818,새주소,경상북도 성주군 용암면 운용로 1025,경상북도 성주군 용암면 용정리 298,400530,47840320000,용암면,47840320430,용암면 용정리,경상북도 성주군 용암면 운용로 1025
1824,경상북도,성주군,성주읍,성밖숲길 151,경북청,성주,중부,지구대,054-932-0112,경상북도 성주군 성주읍 성밖숲길 151,경상북도 성주군 성주읍 성밖숲길 151,316492.0,269341.0,정좌표,47840250241065818,새주소,경상북도 성주군 성주읍 성밖숲길 151,경상북도 성주군 성주읍 성산리 658-6,400310,47840250000,성주읍,47840250240,성주읍 성산리,경상북도 성주군 성주읍 성밖숲길 151
1825,경상북도,청송군,진보면,진보로 129,경북청,청송,진보,파출소,054-874-2112,경상북도 청송군 진보면 진보로 129 ,경상북도 청송군 진보면 진보로 129 ,383163.0,338368.0,정좌표,47750370361004318,새주소,경상북도 청송군 진보면 진보로 129,경상북도 청송군 진보면 진안리 43-1,374050,47750370000,진보면,47750370360,진보면 진안리,경상북도 청송군 진보면 진보로 129
1826,경상북도,청송군,주왕산면,이전앞길 5,경북청,청송,주왕산,파출소,054-873-2112,경상북도 청송군 주왕산면 이전앞길 5,경상북도 청송군 주왕산면 이전앞길 5,393787.0,319506.0,정좌표,47750315271082918,새주소,경상북도 청송군 주왕산면 이전앞길 5,경상북도 청송군 주왕산면 주산지리 829-1,374380,47750315000,주왕산면,47750315270,주왕산면 주산지리,경상북도 청송군 주왕산면 이전앞길 5
1827,경상북도,청송군,현동면,청송로 2667,경북청,청송,현동,파출소,054-872-8112,경상북도 청송군 현동면 청송로 2667,경상북도 청송군 현동면 청송로 2667,381319.0,311790.0,정좌표,47750330281072218,새주소,경상북도 청송군 현동면 청송로 2667,경상북도 청송군 현동면 도평리 722-1,374560,47750330000,현동면,47750330280,현동면 도평리,경상북도 청송군 현동면 청송로 2667
1828,경상북도,청송군,안덕면,안덕로 95,경북청,청송,안덕,파출소,054-872-0112,경상북도 청송군 안덕면 안덕로 95,경상북도 청송군 안덕면 안덕로 95,376111.0,311699.0,정좌표,47750350331045518,새주소,경상북도 청송군 안덕면 안덕로 95,경상북도 청송군 안덕면 명당리 455,374510,47750350000,안덕면,47750350330,안덕면 명당리,경상북도 청송군 안덕면 안덕로 95
1829,경상북도,청송군,현서면,구산동로 43,경북청,청송,현서,파출소,054-872-5112,경상북도 청송군 현서면 구산동로 43,경상북도 청송군 현서면 구산동로 43,370414.0,310106.0,정좌표,47750340431003618,새주소,경상북도 청송군 현서면 구산동로 43,경상북도 청송군 현서면 구산리 36-1,374620,47750340000,현서면,47750340430,현서면 구산리,경상북도 청송군 현서면 구산동로 43
1830,경상북도,청송군,청송읍,금월로 231,경북청,청송,청송,파출소,054-872-9112,경상북도 청송군 청송읍 금월로 231,경상북도 청송군 청송읍 금월로 231,384246.0,327371.0,정좌표,47750250231084318,새주소,경상북도 청송군 청송읍 금월로 231,경상북도 청송군 청송읍 금곡리 843-18,374330,47750250000,청송읍,47750250230,청송읍 금곡리,경상북도 청송군 청송읍 금월로 231
1831,경상북도,청송군,부남면,대전로 127,경북청,청송,부남,파출소,054-872-4112,경상북도 청송군 부남면 대전로 127,경상북도 청송군 부남면 대전로 127,385205.0,318018.0,정좌표,47750320311009418,새주소,경상북도 청송군 부남면 대전로 127,경상북도 청송군 부남면 대전리 94-2,374430,47750320000,부남면,47750320310,부남면 대전리,경상북도 청송군 부남면 대전로 127
1832,경상북도,영양군,입암면,입암로 72,경북청,영양,입암,파출소,054-682-4112,경상북도 영양군 입암면 입암로 72,경상북도 영양군 입암면 입암로 72,386922.0,345380.0,정좌표,47760310421000918,새주소,경상북도 영양군 입암면 입암로 72,경상북도 영양군 입암면 산해리 9-6,365490,47760310000,입암면,47760310420,입암면 산해리,경상북도 영양군 입암면 입암로 72
1833,경상북도,영양군,석보면,원리길 15,경북청,영양,석보,파출소,054-682-5112,경상북도 영양군 석보면 원리길 15,경상북도 영양군 석보면 원리길 15,390162.0,341694.0,정좌표,47760350341026918,새주소,경상북도 영양군 석보면 원리길 15,경상북도 영양군 석보면 원리리 269-4,365600,47760350000,석보면,47760350340,석보면 원리리,경상북도 영양군 석보면 원리길 15
1834,경상북도,영양군,수비면,한티로 459,경북청,영양,수비,파출소,054-682-7112,경상북도 영양군 수비면 한티로 459 ,경상북도 영양군 수비면 한티로 459 ,396195.0,365024.0,정좌표,47760340311051918,새주소,경상북도 영양군 수비면 한티로 459,경상북도 영양군 수비면 발리리 519-5,365210,47760340000,수비면,47760340310,수비면 발리리,경상북도 영양군 수비면 한티로 459
1835,경상북도,영양군,청기면,청기1길 9-6,경북청,영양,청기,파출소,054-682-8112,경상북도 영양군 청기면 청기1길 9-6,경상북도 영양군 청기면 청기1길 9-6,384330.0,353108.0,정좌표,47760320371079118,새주소,경상북도 영양군 청기면 청기1길 9-6,경상북도 영양군 청기면 청기리 791-1,365070,47760320000,청기면,47760320370,청기면 청기리,경상북도 영양군 청기면 청기1길 9-6
1836,경상북도,영양군,영양읍,동서대로 29,경북청,영양,영양,파출소,054-683-3112,경상북도 영양군 영양읍 동서대로 29,경상북도 영양군 영양읍 동서대로 29,388777.0,353399.0,정좌표,47760250221049518,새주소,경상북도 영양군 영양읍 동서대로 29,경상북도 영양군 영양읍 서부리 495-2,365380,47760250000,영양읍,47760250220,영양읍 서부리,경상북도 영양군 영양읍 동서대로 29
1837,경상북도,고령군,성산면,성산로 954,경북청,고령,성산,파출소,054-954-4112,경상북도 고령군 성산면 성산로 954,경상북도 고령군 성산면 성산로 954,323485.0,250949.0,정좌표,4783033035100318,새주소,경상북도 고령군 성산면 성산로 954,경상북도 고령군 성산면 어곡리 30-12,401180,47830330000,성산면,47830330350,성산면 어곡리,경상북도 고령군 성산면 성산로 954
1838,경상북도,고령군,다산면,평리1길 15-1,경북청,고령,다산,파출소,054-955-6112,경상북도 고령군 다산면 평리1길 15-1,경상북도 고령군 다산면 평리1길 15-1,331310.0,259376.0,정좌표,47830340311010318,새주소,경상북도 고령군 다산면 평리1길 15-1,경상북도 고령군 다산면 평리리 103-9,401040,47830340000,다산면,47830340310,다산면 평리리,경상북도 고령군 다산면 평리1길 15-1
1839,경상북도,고령군,대가야읍,시장길,경북청,고령,대가야,지구대,054-954-0112,경상북도 고령군 대가야읍 시장길 1길 5,경상북도 고령군 대가야읍 시장길 1길 5,314668.0,248309.0,도로중심좌표,478300,새주소,경상북도 고령군 대가야읍 시장길,경상북도 고령군 대가야읍,,47830253000,대가야읍,47830253000,대가야읍,경상북도 고령군 대가야읍 시장길
