연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,읍면동코드,시,구,동,지역구별 지구대/파출소 수
1543,전남청,함평,읍내,파출소,061-322-0112,전라남도 함평군 함평읍 함장로 1202-16,전라남도 함평군 함평읍 함장로 1202-16,156732.0,173365.0,정좌표,4.68602502210151e+18,새주소,전라남도 함평군 함평읍 함장로 1202-16,전라남도 함평군 함평읍 기각리 151-4,57146.0,4686025000.0,함평읍,4686025022.0,함평읍 기각리,4686025022,46,860,25022,서울특별시,함평군,함평읍 기각리,7.0
1544,전남청,함평,대동,파출소,061-322-1112,전라남도 함평군 대동면 대동길 5-8,전라남도 함평군 대동면 대동길 5-8,157156.0,174479.0,정좌표,4.68603502610863e+18,새주소,전라남도 함평군 대동면 대동길 5-8,전라남도 함평군 대동면 향교리 863-3,57145.0,4686035000.0,대동면,4686035026.0,대동면 향교리,4686035026,46,860,35026,서울특별시,함평군,대동면 향교리,7.0
1545,전남청,함평,해보,파출소,061-323-0112,전라남도 함평군 해보면 밀재로 1255,전라남도 함평군 해보면 밀재로 1255,163615.0,187057.0,정좌표,4.68603702510364e+18,새주소,전라남도 함평군 해보면 밀재로 1255,전라남도 함평군 해보면 금덕리 364-1,57117.0,4686037000.0,해보면,4686037025.0,해보면 금덕리,4686037025,46,860,37025,서울특별시,함평군,해보면 금덕리,7.0
1546,전남청,함평,월야,파출소,061-323-1112,전라남도 함평군 월야면 밀재로 1551,전라남도 함평군 월야면 밀재로 1551,166390.0,186718.0,정좌표,4.68603802511115e+18,새주소,전라남도 함평군 월야면 밀재로 1551,전라남도 함평군 월야면 월야리 1115,57124.0,4686038000.0,월야면,4686038025.0,월야면 월야리,4686038025,46,860,38025,서울특별시,함평군,월야면 월야리,7.0
1547,전남청,함평,나산,파출소,061-322-8112,전라남도 함평군 나산면 나산길 84,전라남도 함평군 나산면 나산길 84,164349.0,179400.0,정좌표,4.68603602110334e+18,새주소,전라남도 함평군 나산면 나산길 84,전라남도 함평군 나산면 삼축리 334-1,57129.0,4686036000.0,나산면,4686036021.0,나산면 삼축리,4686036021,46,860,36021,서울특별시,함평군,나산면 삼축리,7.0
1548,전남청,함평,서부,파출소,061-322-4112,전라남도 함평군 손불면 손무로 734,전라남도 함평군 손불면 손무로 734,148261.0,182683.0,정좌표,4.68603102510189e+18,새주소,전라남도 함평군 손불면 손무로 734,전라남도 함평군 손불면 대전리 189-3,57110.0,4686031000.0,손불면,4686031025.0,손불면 대전리,4686031025,46,860,31025,서울특별시,함평군,손불면 대전리,7.0
1549,전남청,영암,삼호,지구대,061-462-6112,전라남도 영암군 삼호읍 대불주거로 188,전라남도 영암군 삼호읍 대불주거로 188,150148.0,139777.0,정좌표,4.68302532611665e+18,새주소,전라남도 영암군 삼호읍 대불주거로 188,전라남도 영암군 삼호읍 용앙리 1665-9,58455.0,4683025300.0,삼호읍,4683025326.0,삼호읍 용앙리,4683025326,46,830,25326,서울특별시,영암군,삼호읍 용앙리,6.0
1550,전남청,영암,신북,파출소,061-472-9112,전라남도 영암군 신북면 간은정로 35,전라남도 영암군 신북면 간은정로 35,171845.0,154688.0,정좌표,4.68303303010249e+18,새주소,전라남도 영암군 신북면 간은정로 35,전라남도 영암군 신북면 월평리 249-3,58401.0,4683033000.0,신북면,4683033030.0,신북면 월평리,4683033030,46,830,33030,서울특별시,영암군,신북면 월평리,6.0
1551,전남청,영암,시종,파출소,061-472-8112,전라남도 영암군 시종면 고분로 11,전라남도 영암군 시종면 고분로 11,164330.0,152316.0,정좌표,4.68303402710914e+18,새주소,전라남도 영암군 시종면 고분로 11,전라남도 영암군 시종면 만수리 914-8,58427.0,4683034000.0,시종면,4683034027.0,시종면 만수리,4683034027,46,830,34027,서울특별시,영암군,시종면 만수리,6.0
1552,전남청,영암,읍내,파출소,061-473-2112,전라남도 영암군 영암읍 낭주로 178,전라남도 영암군 영암읍 낭주로 178,172534.0,145059.0,정좌표,4.68302502610127e+18,새주소,전라남도 영암군 영암읍 낭주로 178,전라남도 영암군 영암읍 역리 127-7,58411.0,4683025000.0,영암읍,4683025026.0,영암읍 역리,4683025026,46,830,25026,서울특별시,영암군,영암읍 역리,6.0
1553,전남청,영암,군서,파출소,061-472-0112,전라남도 영암군 군서면 왕인로 497,전라남도 영암군 군서면 왕인로 497,166218.0,140442.0,정좌표,4.68303602810051e+18,새주소,전라남도 영암군 군서면 왕인로 497,전라남도 영암군 군서면 동구림리 51-14,58434.0,4683036000.0,군서면,4683036028.0,군서면 동구림리,4683036028,46,830,36028,서울특별시,영암군,군서면 동구림리,6.0
1554,전남청,영암,학산,파출소,061-472-4112,전라남도 영암군 학산면 영산로 28,전라남도 영암군 학산면 영산로 28,160362.0,136491.0,정좌표,4.68303802710142e+18,새주소,전라남도 영암군 학산면 영산로 28,전라남도 영암군 학산면 독천리 142,58439.0,4683038000.0,학산면,4683038027.0,학산면 독천리,4683038027,46,830,38027,서울특별시,영암군,학산면 독천리,6.0
1555,전남청,장성,진남,파출소,061-392-3112,전라남도 장성군 남면 못재로 93,전라남도 장성군 남면 못재로 93,182817.0,194029.0,정좌표,4.68803202110358e+18,새주소,전라남도 장성군 남면 못재로 93,전라남도 장성군 남면 분향리 358-4,57249.0,4688032000.0,남면,4688032021.0,남면 분향리,4688032021,46,880,32021,서울특별시,장성군,남면 분향리,7.0
1556,전남청,장성,북이,파출소,061-393-8113,전라남도 장성군 북이면 갈재로 3,전라남도 장성군 북이면 갈재로 3,182687.0,214613.0,정좌표,4.68803902110615e+18,새주소,전라남도 장성군 북이면 갈재로 3,전라남도 장성군 북이면 사거리 615-1,57201.0,4688039000.0,북이면,4688039021.0,북이면 사거리,4688039021,46,880,39021,서울특별시,장성군,북이면 사거리,7.0
1557,전남청,장성,북일,파출소,061-393-1112,전라남도 장성군 북일면 신흥로 410,전라남도 장성군 북일면 신흥로 410,182377.0,208460.0,정좌표,4.68803802110203e+18,새주소,전라남도 장성군 북일면 신흥로 410,전라남도 장성군 북일면 신흥리 203-6,57230.0,4688038000.0,북일면,4688038021.0,북일면 신흥리,4688038021,46,880,38021,서울특별시,장성군,북일면 신흥리,7.0
1558,전남청,장성,읍내,파출소,061-393-2361,전라남도 장성군 장성읍 역전로 80,전라남도 장성군 장성읍 역전로 80,179973.0,200013.0,정좌표,4.68802502411273e+18,새주소,전라남도 장성군 장성읍 역전로 80,전라남도 장성군 장성읍 영천리 1273-295,57218.0,4688025000.0,장성읍,4688025024.0,장성읍 영천리,4688025024,46,880,25024,서울특별시,장성군,장성읍 영천리,7.0
1559,전남청,장성,삼계,파출소,061-394-1112,전라남도 장성군 삼계면 사창로 58,전라남도 장성군 삼계면 사창로 58,169506.0,195590.0,정좌표,4.68803502110396e+18,새주소,전라남도 장성군 삼계면 사창로 58,전라남도 장성군 삼계면 사창리 396,57238.0,4688035000.0,삼계면,4688035021.0,삼계면 사창리,4688035021,46,880,35021,서울특별시,장성군,삼계면 사창리,7.0
1560,전남청,장성,삼서,파출소,061-394-2112,전라남도 장성군 삼서면 해삼로 1163,전라남도 장성군 삼서면 해삼로 1163,167811.0,192912.0,정좌표,4.68803402110779e+18,새주소,전라남도 장성군 삼서면 해삼로 1163,전라남도 장성군 삼서면 대곡리 779-3,57255.0,4688034000.0,삼서면,4688034021.0,삼서면 대곡리,4688034021,46,880,34021,서울특별시,장성군,삼서면 대곡리,7.0
1561,전남청,장성,북하,파출소,061-392-7223,전라남도 장성군 북하면 백양로 896,전라남도 장성군 북하면 백양로 896,189209.0,211996.0,정좌표,4.68804002510387e+18,새주소,전라남도 장성군 북하면 백양로 896,전라남도 장성군 북하면 약수리 387-2,57205.0,4688040000.0,북하면,4688040025.0,북하면 약수리,4688040025,46,880,40025,서울특별시,장성군,북하면 약수리,7.0
1562,전남청,강진,읍내,지구대,061-432-0113,전라남도 강진군 강진읍 목리길 20,전라남도 강진군 강진읍 목리길 20,179341.0,126551.0,정좌표,4.68102502110063e+18,새주소,전라남도 강진군 강진읍 목리길 20,전라남도 강진군 강진읍 동성리 63-25,59240.0,4681025000.0,강진읍,4681025021.0,강진읍 동성리,4681025021,46,810,25021,서울특별시,강진군,강진읍 동성리,7.0
1563,전남청,강진,도암,파출소,061-432-0112,전라남도 강진군 도암면 도암중앙로 51-1,전라남도 강진군 도암면 도암중앙로 51-1,174970.0,116306.0,정좌표,4.68103403011082e+18,새주소,전라남도 강진군 도암면 도암중앙로 51-1,전라남도 강진군 도암면 항촌리 1082-4,59250.0,4681034000.0,도암면,4681034030.0,도암면 항촌리,4681034030,46,810,34030,서울특별시,강진군,도암면 항촌리,7.0
1564,전남청,강진,작천,파출소,061-432-6112,전라남도 강진군 작천면 평리길 58,전라남도 강진군 작천면 평리길 58,179065.0,133975.0,정좌표,4.68103703210276e+18,새주소,전라남도 강진군 작천면 평리길 58,전라남도 강진군 작천면 평리 276-1,59213.0,4681037000.0,작천면,4681037032.0,작천면 평리,4681037032,46,810,37032,서울특별시,강진군,작천면 평리,7.0
1565,전남청,강진,성전,파출소,061-432-5112,전라남도 강진군 성전면 별뫼로 382,전라남도 강진군 성전면 별뫼로 382,173184.0,132557.0,정좌표,4.68103602410035e+18,새주소,전라남도 강진군 성전면 별뫼로 382,전라남도 강진군 성전면 월평리 35-8,59203.0,4681036000.0,성전면,4681036024.0,성전면 월평리,4681036024,46,810,36024,서울특별시,강진군,성전면 월평리,7.0
1566,전남청,강진,칠량,파출소,061-432-7112,전라남도 강진군 칠량면 칠량로 72,전라남도 강진군 칠량면 칠량로 72,181445.0,119366.0,정좌표,4.68103202311137e+18,새주소,전라남도 강진군 칠량면 칠량로 72,전라남도 강진군 칠량면 영동리 1137-16,59261.0,4681032000.0,칠량면,4681032023.0,칠량면 영동리,4681032023,46,810,32023,서울특별시,강진군,칠량면 영동리,7.0
1567,전남청,강진,마량,파출소,061-432-2112,전라남도 강진군 마량면 마량3길 5,전라남도 강진군 마량면 마량3길 5,183046.0,106052.0,정좌표,4.68104002410789e+18,새주소,전라남도 강진군 마량면 마량3길 5,전라남도 강진군 마량면 마량리 789,59269.0,4681040000.0,마량면,4681040024.0,마량면 마량리,4681040024,46,810,40024,서울특별시,강진군,마량면 마량리,7.0
1568,전남청,강진,군동,파출소,061-433-5112,전라남도 강진군 군동면 진흥로 325,전라남도 강진군 군동면 진흥로 325,183063.0,127428.0,정좌표,4.68103102311178e+18,새주소,전라남도 강진군 군동면 진흥로 325,전라남도 강진군 군동면 라천리 1178-4,59220.0,4681031000.0,군동면,4681031023.0,군동면 라천리,4681031023,46,810,31023,서울특별시,강진군,군동면 라천리,7.0
1569,전남청,담양,금성,파출소,061-382-4112,전라남도 담양군 금성면 석현길 10-9,전라남도 담양군 금성면 석현길 10-9,202331.0,204957.0,정좌표,4.67103702210077e+18,새주소,전라남도 담양군 금성면 석현길 10-9,전라남도 담양군 금성면 석현리 77-5,57305.0,4671037000.0,금성면,4671037022.0,금성면 석현리,4671037022,46,710,37022,서울특별시,송파구,금성면 석현리,72.0
1570,전남청,담양,대전,파출소,061-382-5112,전라남도 담양군 대전면 대전로 4,전라남도 담양군 대전면 대전로 4,189769.0,197493.0,정좌표,4.67104102110864e+18,새주소,전라남도 담양군 대전면 대전로 4,전라남도 담양군 대전면 대치리 864-3,57328.0,4671041000.0,대전면,4671041021.0,대전면 대치리,4671041021,46,710,41021,서울특별시,송파구,대전면 대치리,72.0
1571,전남청,담양,수북,파출소,061-382-7112,전라남도 담양군 수북면 추성1로 715,전라남도 담양군 수북면 추성1로 715,193550.0,200311.0,정좌표,4.67104003410134e+18,새주소,전라남도 담양군 수북면 추성1로 715,전라남도 담양군 수북면 수북리 134,57318.0,4671040000.0,수북면,4671040034.0,수북면 수북리,4671040034,46,710,40034,서울특별시,송파구,수북면 수북리,72.0
1572,전남청,담양,고서,파출소,061-382-3112,전라남도 담양군 고서면 가사문학로 320,전라남도 담양군 고서면 가사문학로 320,197443.0,191566.0,정좌표,4.67103202911622e+18,새주소,전라남도 담양군 고서면 가사문학로 320,전라남도 담양군 고서면 동운리 1622,57385.0,4671032000.0,고서면,4671032029.0,고서면 동운리,4671032029,46,710,32029,서울특별시,송파구,고서면 동운리,72.0
1573,전남청,담양,창평,파출소,061-382-8112,전라남도 담양군 창평면 의병로 164,전라남도 담양군 창평면 의병로 164,201590.0,193321.0,정좌표,4.67103402110074e+18,새주소,전라남도 담양군 창평면 의병로 164,전라남도 담양군 창평면 창평리 74-1,57389.0,4671034000.0,창평면,4671034021.0,창평면 창평리,4671034021,46,710,34021,서울특별시,송파구,창평면 창평리,72.0
1574,전남청,담양,중앙,파출소,061-381-2100,전라남도 담양군 담양읍 중앙로 73,전라남도 담양군 담양읍 중앙로 73,198326.0,202251.0,정좌표,4.67102502210002e+18,새주소,전라남도 담양군 담양읍 중앙로 73,전라남도 담양군 담양읍 천변리 2-1,57343.0,4671025000.0,담양읍,4671025022.0,담양읍 천변리,4671025022,46,710,25022,서울특별시,송파구,담양읍 천변리,72.0
1575,전남청,곡성,읍내,파출소,061-363-3116,전라남도 곡성군 곡성읍 중앙로 84-1,전라남도 곡성군 곡성읍 중앙로 84-1,226525.0,197868.0,정좌표,4.67202502110313e+18,새주소,전라남도 곡성군 곡성읍 중앙로 84-1,전라남도 곡성군 곡성읍 읍내리 313-1,57541.0,4672025000.0,곡성읍,4672025021.0,곡성읍 읍내리,4672025021,46,720,25021,서울특별시,곡성군,곡성읍 읍내리,7.0
1576,전남청,곡성,석곡,파출소,061-362-3112,전라남도 곡성군 석곡면 석곡로 61,전라남도 곡성군 석곡면 석곡로 61,223030.0,181525.0,정좌표,4.67203302110067e+18,새주소,전라남도 곡성군 석곡면 석곡로 61,전라남도 곡성군 석곡면 석곡리 67-1,57560.0,4672033000.0,석곡면,4672033021.0,석곡면 석곡리,4672033021,46,720,33021,서울특별시,곡성군,석곡면 석곡리,7.0
1577,전남청,곡성,입면,파출소,061-362-6112,전라남도 곡성군 입면 입면로 695,전라남도 곡성군 입면 입면로 695,218473.0,199789.0,정좌표,4.67203802110583e+18,새주소,전라남도 곡성군 입면 입면로 695,전라남도 곡성군 입면 매월리 583-4,57513.0,4672038000.0,입면,4672038021.0,입면 매월리,4672038021,46,720,38021,서울특별시,곡성군,입면 매월리,7.0
